Brand,Screen_Size,RAM,Processor,GPU,Price,,
MSI,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,478.49,,
HP,14,16,Intel Core i5 7th Gen.,Intel UHD Graphics,429.69,,
Dell,15.6,8,Intel Core i5 10th Gen.,Intel UHD Graphics,195.99,,
Lenovo,14,8,Intel Core i5 13th Gen.,Intel UHD Graphics,589,,
HP,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,539.96,,
HP,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,291.2,,
Dell,15.6,16gb,Intel Core i7 8th Gen.,radeon pro wx vega,519.99,,
Dell,13,16,Intel Core i3 6th Gen.,Intel HD Graphics 520,205,,
Lenovo,15.6,16,Intel Core i7 9th Gen.,NVIDIA Quadro T2000,607.45,,
Dell,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,368.96,,
Dell,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,449,,
Asus,13.4,16,AMD Ryzen 9 7000 Series,AMD Radeon™️ 780M,899.88,,
Dell,14,32,Intel Core i5 10th Gen.,,399,,
Lenovo,15,32,Intel Core i7 11th Gen.,NVIDIA T1200 Laptop GPU,815.99,,
Lenovo,14,16,Intel Core i7 11th Gen.,Intel(R) Iris(R) Xe Graphics,427.99,,
Dell,13.4,8,Intel Core i7 10th Gen.,Intel Iris Plus Graphics,674.98,,
Lenovo,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,629.99,,
HP,15.6,64,Intel Core i5 11th Gen.,NVIDIA T1200 Laptop GPU,921.99,,
Dell,14,16,Intel Core i3 7th Gen.,Intel HD Graphics 620,199,,
LG,17,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,85,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,379.99,,
Dell,14,16,Intel Core i7 4th Gen.,Nvidia GeForce GT 720M 2GB,225,,
Dell,13.3,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,599,,
Microsoft,12.4,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,469,,
Dell,14,8,Intel Core i5 8th Gen.,Integrated,206.95,,
Dell,13.3,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,299.99,,
HP,14,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,779.49,,
Eurocom,15.6,32,Intel Core i7 8th Gen.,,800,,
HP,15.6,16,Intel Core i5 10th Gen.,Intel(R) UHD Graphics,527.99,,
Acer,14,8,Intel Core i3 12th Gen.,Intel Iris Xe Graphics,325,,
Dell,15,32,Intel Core i7 10th Gen.,NVIDIA Quadro P620,499,,
Dell,14,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,699,,
Asus,17.3,8,AMD Ryzen 7 7000 Series,,999.95,,
Asus,14,16,Intel Core i7 10th Gen.,Intel UHD Graphics,379.99,,
HP,14,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,619.99,,
Dell,14,8,Intel Core i5 8th Gen.,,215.26,,
Dell,14,16,Intel Core i5 10th Gen.,,299,,
Lenovo,15.6,16,Intel Core i7 10th Gen.,NVIDIA GeForce RTX 2060 Max-Q,662.99,,
Gigabyte,15.6,16,Intel Core i7 12th Gen.,NVIDIA GeForce RTX 3070,44.45,,
HP,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,454.33,,
Dell,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,329,,
Dell,14,16,Intel Core i7 6th Gen.,,271.66,,
Dell,14,8,Intel Core i5 5th Gen.,,214,,
Asus,16,16,Intel Core i7 11th Gen.,NVIDIA GeForce RTX 3050 Ti,800,,
Asus,13.4,16,AMD Ryzen 9 7000 Series,AMD Radeon Graphics,864.49,,
Microsoft,13.5,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,959.99,,
HP,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,789.99,,
Lenovo,14,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,429.99,,
Dell,14,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,459.33,,
Asus,15.6,4,Intel Core i3 10th Gen.,Intel UHD Graphics,249.22,,
HP,14,16,Intel Core i5 13th Gen.,Intel HD Graphics,767.99,,
HP,14,8,Intel Core i5 8th Gen.,AMD RADEON PRO WX3100,495,,
Lenovo,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,269.95,,
Dell,15.6,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,197.95,,
Lenovo,14,8,Intel Core i5 6th Gen.,Intel HD Graphics,224.95,,
Dell,12.5,8,Intel Core i5 6th Gen.,Intel HD Graphics,184.45,,
Lenovo,16,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,899.99,,
HP,13.5,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,649.99,,
Lenovo,14,8,Intel Core i3 12th Gen.,Intel UHD Graphics,285,,
HP,14,8,Intel Core i3 8th Gen.,Intel UHD Graphics,349.99,,
Dell,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,377.4,,
Lenovo,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,624.95,,
Dell,14,16,Intel Core i7 8th Gen.,,290.46,,
Dell,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,562.49,,
Dell,15.6,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,269.95,,
Dell,14,8,Intel Core i5 8th Gen.,Intel HD Graphics,224.95,,
Lenovo,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,644.95,,
Dell,15.6,16,Intel Core i7 6th Gen.,Intel HD Graphics,329.99,,
Lenovo,14,4,Intel Core i3 11th Gen.,Intel UHD Graphics,279,,
Dell,14,16,Intel Core i7 8th Gen.,Intel HD Graphics,319.99,,
Lenovo,14,16,Intel Core i5 8th Gen.,Intel(R) UHD Graphics 620,275.99,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,400,,
Lenovo,15.6,16,Intel Core i7 6th Gen.,Intel HD Graphics 530 && Nvidia Quadro M1000M,341.1,,
HP,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,319,,
Lenovo,14,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,854.99,,
Acer,15.6,16,Intel Core i7 11th Gen.,NVIDIA GeForce RTX 3070,929,,
Dell,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,679,,
Dell,15.6,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,292.46,,
Asus,15.6,8,Intel Core i3 12th Gen.,Intel UHD Graphics,374.99,,
HP,14,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,480,,
Dell,14,16,Intel Core i5 5th Gen.,Intel HD Graphics,499,,
Asus,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,549.5,,
Dell,14,16,Intel Core i7 8th Gen.,Intel UHD Graphics,229.99,,
Dell,16,16,Intel Core i5 13th Gen.,Intel UHD Graphics,850,,
HP,15.6,8,Intel Core i3 12th Gen.,Intel UHD Graphics,329.99,,
HP,14,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,224.95,,
Dell,15.6,32,Intel Core i7 13th Gen.,"NVIDIA RTX A1000, 6 GB GDDR6",749.99,,
Lenovo,15.6,32,Intel Core i7 11th Gen.,NVIDIA RTX A2000,909.99,,
Dell,14,16,Intel Core i5 8th Gen.,Intel UHD Graphics 620,354.99,,
Lenovo,14,32,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,919.99,,
Dell,15,8,Intel Core i7 8th Gen.,NVIDIA GeForce MX130,268.99,,
Lenovo,14,16,Intel Core i5 7th Gen.,Intel HD Graphics,391.46,,
Dell,17.3,16,Intel Core i7 12th Gen.,Intel UHD Graphics,499.99,,
Lenovo,15,16,Intel Core i5 11th Gen.,Intel(R) Iris(R) Xe Graphics,383.99,,
Dell,14,8,Intel Core i5 6th Gen.,Intel HD Graphics 520,199.99,,
Dell,15.6,8,Intel Core i5 11th Gen.,Intel UHD Graphics,369.99,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,729.99,,
HP,15,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,509.99,,
Dell,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,490,,
Microsoft,12.4,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,649.99,,
HP,17.3,16,Intel Core i5 4th Gen.,Intel HD Graphics 4600 & Nvidia Quadro K1100M,332.1,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,599.99,,
Dell,13.3,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,739.99,,
Dell,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,999,,
HP,16,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,774.95,,
Dell,13.3,16,Intel Core i5 8th Gen.,Intel UHD Graphics 620,274.98,,
Dell,13,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,215.95,,
Lenovo,14,8,Intel Core i3 11th Gen.,,309.26,,
HP,12.5,16,Intel Core i5 4th Gen.,Intel HD Graphics,225,,
Lenovo,15.6,8,Intel Core i7 6th Gen.,Intel HD Graphics 520,269.1,,
Dell,14,8,Intel Core i5 8th Gen.,Intel UHD Graphics,179,,
Lenovo,15.6,8,Intel Core i3 12th Gen.,Intel UHD Graphics,320,,
Dell,14,16,Intel Core i7 10th Gen.,Intel UHD Graphics G1,479,,
Samsung,16,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,869.99,,
Asus,15.6,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,548.88,,
Sony,14.1,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,674.99,,
Dell,15.6,"8GB,",Intel Core i5 7th Gen.,,499,,
Lenovo,14,16,Intel Core i5 11th Gen.,Intel(R) Iris(R) Xe Graphics,378.99,,
Lenovo,17.3,16,Intel Core i5 11th Gen.,NVIDIA RTX T1200,949.99,,
Dell,15.6,16,Intel Core i7 11th Gen.,NVIDIA GeForce RTX 3050 Ti,969,,
Lenovo,14,16,Intel Core i5 8th Gen.,Intel(R) UHD Graphics 620,259.99,,
Asus,17.3,8,Intel Core i5 11th Gen.,,859,,
Dell,14,8,Intel Core i5 11th Gen.,Intel(R) Iris(R) Xe 1 GB,299.99,,
HP,14,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,500,,
Lenovo,14,16,Intel Core i7 11th Gen.,Intel(R) Iris(R) Xe Graphics,611.99,,
Dell,14,16,Intel Core i7 8th Gen.,,346.86,,
Asus,14.5,8,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,799.99,,
Microsoft,13,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,939,,
Dell,15.6,32,Intel Core i7 9th Gen.,NVIDIA Quadro T1000,489,,
Dell,14,8,Intel Core i5 5th Gen.,Intel HD Graphics 5500,199.99,,
Dell,13.3,16,Intel Core i5 8th Gen.,Intel UHD Graphics 620,225,,
Lenovo,13.3,8,Intel Core i5 10th Gen.,Intel UHD Graphics,279.99,,
Dell,15.6,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,829.99,,
MSI,14,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,509.15,,
HP,16,16,Intel Core i5 12th Gen.,Intel® Iris® Xe Graphics eligible,764.99,,
HP,15.6,16,Intel Core i3 11th Gen.,,365.66,,
Microsoft,12.3,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,529.99,,
Dell,14,16,Intel Core i7 10th Gen.,Intel UHD Graphics,399,,
Dell,13,16,Intel Core i7 10th Gen.,Intel(R) Iris(R) Plus Graphics,451.99,,
Dell,15,16,Intel Core i7 11th Gen.,NVIDIA T500 2048,529.99,,
Dell,15.6,8,Intel Core i5 11th Gen.,,429.99,,
Dell,13.3,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,769.99,,
HP,17.3,8,Intel Core i5 11th Gen.,,529.77,,
Asus,17.3,8,Intel Core i5 12th Gen.,Intel UHD Graphics,379.99,,
Dell,15.6,16,Intel Core i5 8th Gen.,Intel UHD Graphics,349.99,,
Asus,17.3,8,Intel Core i5 11th Gen.,NVIDIA GeForce RTX 3050,749,,
Dell,15.6,32,Intel Core i7 13th Gen.,,950,,
Lenovo,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,377.97,,
Lenovo,15.6,16,Intel Core i7 6th Gen.,Intel HD Graphics 520 && Nvidia Quadro M500M,332.1,,
Dell,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,339.99,,
Microsoft,15,16,Intel Core i7 8th Gen.,,499.98,,
Dell,14,16,Intel Core i7 8th Gen.,Intel UHD Graphics,449.99,,
Lenovo,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,418.47,,
Dell,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,489.99,,
Dell,15.6,8,Intel Core i5 8th Gen.,AMD Radeon Pro WX 2100,399.99,,
Dell,14,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,559.99,,
Dell,14,8,Intel Core i5 8th Gen.,,234.06,,
Dell,17.3,32,Intel Core i7 9th Gen.,NVIDIA Quadro RTX 3000,699,,
Lenovo,14,16,Intel Core i5 10th Gen.,Intel UHD Graphics,449,,
Lenovo,14,8,Intel Core i7 5th Gen.,Intel HD Graphics 5500,256.45,,
Lenovo,15.6,8,Intel Core i7 10th Gen.,Intel Iris Plus Graphics,581.56,,
HP,15.6,8,Intel Core i7 8th Gen.,NVIDIA® GeForce® 930MX,283.05,,
Dell,13.4,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,869.99,,
HP,13.3,16,Intel Core i5 7th Gen.,,480.69,,
Lenovo,15.6,16,Intel Core i7 4th Gen.,Intel HD Graphics 4600 && Nvidia Quadro K1100M,341.1,,
Dell,15.6,16,Intel Core i5 8th Gen.,,328.06,,
Lenovo,14,8,Intel Core i3 10th Gen.,Intel UHD Graphics,300,,
Lenovo,14,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,290,,
Dell,14,8,Intel Core i3 11th Gen.,Intel(R) UHD Graphics,179.99,,
Lenovo,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,468.71,,
Acer,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,499,,
Dell,13.3,8,Intel Core i5 8th Gen.,Intel UHD Graphics,229,,
LG,15.6,32,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,584,,
Dell,14,8,Intel Core i5 13th Gen.,Intel UHD Graphics,539.99,,
Dell,14,8,Intel Core i5 4th Gen.,Intel Graphics Family,175,,
Lenovo,16,16,Intel Core i7 13th Gen.,NVIDIA GeForce RTX 4060,949,,
Lenovo,14,8,Intel Core i5 11th Gen.,,393.86,,
Dell,14,8,Intel Core i3 11th Gen.,Intel UHD Graphics,379.99,,
Dell,15.6,32,Intel Core i7 8th Gen.,Nvdia p2000,549.99,,
HP,15.6,16,Intel Core i7 10th Gen.,NVIDIA GeForce RTX 3070,850,,
Lenovo,14,16,Intel Core i7 6th Gen.,Intel(R) HD Graphics 520,211.99,,
HP,15.6,16,Intel Core i7 6th Gen.,Intel HD Graphics 520,275,,
Dell,13.3,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,260.95,,
Lenovo,15.6,16,Intel Core i5 13th Gen.,NVIDIA GeForce RTX 2050,649.49,,
Lenovo,14,16,Intel Core i5 12th Gen.,Intel(R) Iris(R) Xe Graphics,599.99,,
HP,17.3,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,349.45,,
Asus,16,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,533.32,,
Asus,16,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,799.99,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,369.99,,
HP,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,332.75,,
Dell,13.3,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,624.95,,
Lenovo,14,16,Intel Core i5 10th Gen.,Intel(R) UHD Graphics,373.99,,
Dell,14,8,Intel Core i5 8th Gen.,NVIDIA GeForce MX130,187.99,,
Dell,15.6,16,Intel Core i7 10th Gen.,,369.99,,
Microsoft,12.3,8,Intel Core i5 7th Gen.,Intel HD Graphics 620,599,,
Dell,14,16,Intel Core i7 10th Gen.,Intel UHD Graphics,299.99,,
HP,15.6,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,499.99,,
Microsoft,13.5,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,800,,
HP,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,329.75,,
Dell,13,16,Intel Core i7 6th Gen.,nvidia geforce gtx 960M,829.99,,
Lenovo,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,719.99,,
Dell,14,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,99.99,,
HP,14,16,Intel Core i5 6th Gen.,Intel HD Graphics 520,272.24,,
Dell,14,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,729.99,,
HP,16,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,849,,
Lenovo,13,16,Intel Core i7 11th Gen.,Intel(R) Iris(R) Xe Graphics,881.99,,
Acer,16,16,Intel Core i7 12th Gen.,NVIDIA GeForce RTX 3060,981,,
Dell,15.6,16,AMD Ryzen 5 7000 Series,NVIDIA GeForce RTX 3050,779.99,,
Dell,15.6,16,Intel Core i7 4th Gen.,AMD FirePro W4170M with 2GB GDDR5,285,,
Lenovo,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,399.99,,
Dell,14,8,AMD Ryzen 5 5000 Series,AMD Radeon Graphics,475,,
Dell,14,32,Intel Core i7 8th Gen.,AMD Radeon RX 540 4GB GDDR5,450,,
Asus,15.6,16,AMD Ryzen 7 5000 Series,NVIDIA GeForce RTX 3050 Ti,750,,
Lenovo,15.6,8,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,813.7,,
Dell,15.6,4,Intel Core i3 11th Gen.,Intel UHD Graphics,429.99,,
Dell,14,8,Intel Core i7 8th Gen.,Intel UHD Graphics,349.99,,
Lenovo,13.3,4,Intel Core i3 10th Gen.,Intel UHD Graphics,276.66,,
Acer,15.6,24,Intel Core i5 12th Gen.,NVIDIA GeForce RTX 3050,639,,
MSI,15.6,8,Intel Core i5 12th Gen.,NVIDIA GeForce RTX 2050,550,,
Lenovo,13.3,8,Intel Core i5 11th Gen.,Iris Xe Graphics,469.99,,
Dell,14,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,99.99,,
Lenovo,15.6,32,Intel Core i5 8th Gen.,,359.99,,
Microsoft,13,16,Intel Core i5 11th Gen.,Intel(R) Iris(R) Xe Graphics,614.99,,
Dell,14,16,Intel Core i7 8th Gen.,Intel UHD Graphics,279.99,,
Dell,14,16,Intel Core i5 10th Gen.,,299,,
HP,15.6,16,Intel Core i5 10th Gen.,Intel UHD Graphics,424.99,,
HP,15.6,8,Intel Core i5 8th Gen.,,229.99,,
HP,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,474.99,,
HP,13.3,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,669.37,,
HP,14,32,Intel Core i7 10th Gen.,,835.66,,
Lenovo,14.1,8,Intel Core i7 5th Gen.,Intel HD Graphics 5500,242.1,,
Dell,14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,99.99,,
Dell,14,16,Intel Core i7 10th Gen.,Intel UHD Graphics,349.99,,
HP,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,475,,
Dell,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,388.26,,
Dell,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,780,,
HP,14,8,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,429.99,,
HP,15.6,4,Intel Core i5 4th Gen.,,195.99,,
Lenovo,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,329.89,,
Dell,15.6,64gb,Intel Core i7 9th Gen.,NVIDIA Quadro P620,649.99,,
Acer,14,16,Intel Core i7 11th Gen.,NVIDIA GeForce RTX 3050 Ti,900,,
HP,15.6,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,560,,
Dell,15.6,32,Intel Core i7 8th Gen.,NVIDIA Quadro P2000,439,,
Lenovo,12.5,4,Intel Core i5 4th Gen.,Intel HD Graphics 4000,210,,
HP,15.6,64,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,770,,
HP,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,550,,
HP,13.3,16,Intel Core i5 12th Gen.,,649.45,,
Gateway,14,8,Intel Core i5 8th Gen.,Intel HD Graphics 620,349.99,,
Dell,14,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,699,,
Dell,15.6,16,Intel Core i5 8th Gen.,Intel UHD Graphics 620,278.95,,
Acer,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,389,,
Dell,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,349.99,,
Lenovo,14,16,Intel Core i5 8th Gen.,Intel UHD Graphics 620,314.96,,
Dell,15.6,8,Intel Core i3 12th Gen.,Intel UHD Graphics,336.99,,
Dell,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,305.96,,
HP,13.3,8,Intel Core i7 10th Gen.,Intel Iris Plus Graphics,819.99,,
Microsoft,12,16,Intel Core i7 11th Gen.,Intel(R) Iris(R) Xe Graphics,542.99,,
Gateway,14.1,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,359.99,,
Dell,15.6,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,269.95,,
HP,13.5,8,Intel Core i3 13th Gen.,Intel UHD Graphics,399.55,,
Panasonic,10,16,Intel Core i5 7th Gen.,,855.3,,
Dell,15.6,8,Intel Core i5 11th Gen.,Intel UHD Graphics,389,,
Lenovo,14,8,Intel Core i5 6th Gen.,Intel HD Graphics,251.95,,
HP,15.6,8,Intel Core i5 6th Gen.,Intel HD Graphics,500,,
Lenovo,15.6,16,AMD Ryzen 5 5000 Series,NVIDIA GeForce GTX 1650,575,,
Samsung,15.6,16,Intel Core i7 13th Gen.,Intel Arc A350M,799.99,,
Dell,14,8,Intel Core i5 8th Gen.,,205.86,,
Dell,15,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,314.96,,
Dell,14,16,Intel Core i7 10th Gen.,,393.86,,
HP,17.3,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,629.99,,
Asus,17.3,8,Intel Core i5 11th Gen.,NVIDIA GeForce RTX 3050 Ti,780,,
Dell,14,16,Intel Core i5 8th Gen.,Intel UHD Graphics,800,,
Microsoft,13.5,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,825,,
Dell,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,499.99,,
Dell,15.6,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,350.96,,
Lenovo,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,469.06,,
Lenovo,16,8,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,589.88,,
Dell,15.6,32,Intel Core i7 9th Gen.,NVIDIA Quadro T1000,549,,
Lenovo,14,8,Intel Core i5 11th Gen.,Intel(R) Iris(R) Xe Graphics,449.96,,
Dell,14,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,644.95,,
Acer,13.5,8,Intel Core i5 10th Gen.,,325,,
Lenovo,14,8,Intel Core i7 10th Gen.,Intel UHD Graphics,314.96,,
Dell,12.5,8,Intel Core i5 6th Gen.,Intel HD Graphics,220.45,,
Dell,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,949.99,,
Lenovo,12.5,8,Intel Core i5 5th Gen.,Intel HD Graphics 5500,184.45,,
Dell,17.3,16,Intel Core i7 9th Gen.,NVIDIA Quadro RTX 3000,649,,
Dell,14,16,Intel Core i7 8th Gen.,Intel UHD Graphics,329.99,,
Lenovo,14.5,16,Intel Core i5 6th Gen.,Intel HD Graphics 520,175.99,,
Microsoft,13.5,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,529.99,,
Asus,14,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,549.99,,
Lenovo,15.6,8,Intel Core i3 12th Gen.,Intel UHD Graphics,250.99,,
Microsoft,13.5,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,899,,
Dell,13.3,8,Intel Core i7 11th Gen.,,604.99,,
Dell,15.6,16,Intel Core i7 4th Gen.,Intel HD Graphics,299.99,,
MSI,15.6,8,Intel Core i5 12th Gen.,NVIDIA GeForce RTX 2050,569.95,,
HP,15.6,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,449.99,,
Lenovo,12.5,8,Intel Core i5 4th Gen.,Intel HD Graphics,198,,
HP,14,8,Intel Core i7 4th Gen.,AMD FirePro M4100,295,,
Lenovo,17.3,16,Intel Core i3 13th Gen.,Intel UHD Graphics,400,,
Dell,16,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,799.88,,
Lenovo,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,379.99,,
Dell,15.6,16,Intel Core i7 7th Gen.,NVIDIA Quadro M1200,375.06,,
Dell,14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,199.99,,
Lenovo,14,8,Intel Core i7 10th Gen.,Intel UHD Graphics,305.96,,
Dell,15.6,32,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,179.99,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,449.99,,
HP,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,400,,
Lenovo,14,16,AMD Ryzen 5 5000 Series,AMD Radeon Graphics,559.99,,
HP,13.5,8,Intel Core i5 11th Gen.,,799.2,,
HP,17.3,8,Intel Core i5 11th Gen.,Intel® Iris® Xe graphics,539.99,,
Dell,14,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,330,,
Dell,13.4,32,Intel Core i7 10th Gen.,Intel(R) Iris(R) Plus Graphics,614.99,,
Dell,15.6,16,Intel Core i5 10th Gen.,Intel UHD Graphics,386.96,,
Dell,14,16,Intel Core i7 11th Gen.,,422.06,,
Lenovo,16,16,Intel Core i5 13th Gen.,NVIDIA GeForce RTX 4050,95,,
Dell,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,429.95,,
HP,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,559.99,,
Dell,15.6,32,Intel Core i9 13th Gen.,NVIDIA GeForce RTX 4060,0,,
Dell,14,16,Intel Core i7 10th Gen.,Intel UHD Graphics,749.99,,
Lenovo,13,16,Intel Core i7 12th Gen.,Intel(R) Iris(R) Xe Graphics,671.99,,
HP,15,16,Intel Core i7 12th Gen.,Intel(R) Iris(R) Xe Graphics,479.99,,
Dell,15.6,16,Intel Core i7 11th Gen.,Nvidia T1200 Laptop GPU,499.99,,
Dell,13.3,8,Intel Core i7 8th Gen. vPRO,Intel UHD Graphics 620,317.95,,
Lenovo,14.1,8,Intel Core i7 6th Gen.,Intel HD Graphics 520,242.1,,
Acer,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,759.99,,
Dell,15.6,32,Intel Core i7 9th Gen.,NVIDIA Quadro T1000,549,,
Dell,14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,489.99,,
Dell,15,8,Intel Core i5 4th Gen.,Intel HD Graphics 4600,242.1,,
Asus,15.6,8,Intel Core i3 10th Gen.,Intel UHD Graphics,319.99,,
