Brand,Screen_Size,RAM,Processor,GPU,Price,,
Dell,13,16,Intel Core i7 8th Gen.,Intel(R) UHD Graphics 620,441.99,,
HP,15.6,8,Intel Core i3 12th Gen.,Intel UHD Graphics,349.99,,
Dell,14,32,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,350,,
Dell,14,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,310,,
MSI,14,16,Intel Core i7 8th Gen.,NVIDIA GeForce MX150,699.99,,
Dell,15,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,799.99,,
Acer,14,8,Intel Core i3 10th Gen.,Intel UHD Graphics,329.99,,
HP,15.6,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,963.42,,
Asus,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,399,,
Acer,15.6,4,Intel Core i3 8th Gen.,Intel UHD Graphics 620,319,,
Lenovo,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,699.99,,
Dell,13.3,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,599,,
HP,14,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,699.99,,
HP,13.3,32,Intel Core i7 8th Gen.,Intel UHD Graphics 620,799.99,,
HP,13,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,949.99,,
Dell,13.3,8,Intel Core i5 11th Gen.,Intel UHD Graphics,589.99,,
Dell,15.6,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,49.99,,
HP,14,16,Intel Core i5 11th Gen.,,999.95,,
MSI,15.6,16,Intel Core i7 12th Gen.,NVDIA GeForce RTX 3070 Ti,249.49,,
Dell,15.6,8,Intel Core i5 11th Gen.,Intel UHD Graphics,459.99,,
Acer,15.6,16,Intel Core i7 11th Gen.,NVIDIA GeForce RTX 3060,849.99,,
HP,16.1,8,Intel Core i5 11th Gen.,NVIDIA GeForce RTX 3050,790.9,,
Acer,15.6,8,Intel Core i5 9th Gen.,NVIDIA GeForce GTX 1650,669.75,,
HP,15.6,8,Intel Core i3 10th Gen.,Intel UHD Graphics,349.75,,
Samsung,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,299.99,,
Lenovo,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,400,,
Lenovo,14,8,Intel Core i5 8th Gen.,Intel(R) UHD Graphics 620,239.99,,
Dell,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,999.99,,
Lenovo,15.6,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,579.99,,
Dell,15.6,32,Intel Core i5 11th Gen.,Intel UHD Graphics,853.99,,
Dell,14,32,Intel Core i7 11th Gen.,INTEL(R) IRIS(R) XE GRAPHICS,486.99,,
Microsoft,13.5,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,824,,
Lenovo,14,16,AMD Ryzen 5 7000 Series,AMD Radeon Graphics,972.47,,
Lenovo,15.6,8,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,0.99,,
Lenovo,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,728.83,,
Dell,17,32,Intel Core i7 4th Gen.,Intel HD Graphics,675,,
Asus,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,323.31,,
Acer,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,157.4,,
HP,15.6,16,Intel Core i7 8th Gen.,Intel HD Graphics 620,445,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,999.99,,
Samsung,15.6,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,699.99,,
Dell,15.6,16,Intel Core i5 8th Gen.,Intel UHD Graphics,399.99,,
Dell,14,32,Intel Core i7 13th Gen.,Integrated Graphics,955,,
Lenovo,15.6,8,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,907.7,,
LG,14,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,800,,
Microsoft,12.4,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,569.99,,
HP,15.6,8,Intel Core i3 10th Gen.,Intel UHD Graphics,359.99,,
Dell,17,8,Intel Core i5 10th Gen.,Intel UHD Graphics,999,,
Lenovo,13.3,16,Intel Core i5 11th Gen.,,647.66,,
HP,14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,899,,
Acer,15.6,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,955.71,,
HP,14,16,Intel Core i3 10th Gen.,Intel UHD Graphics,974.99,,
Microsoft,13.5,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,799.99,,
HP,14,16,Intel Core i7 12th Gen.,NVIDIA T550 Laptop GPU,754.99,,
Lenovo,16,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,942.55,,
Lenovo,13.3,4,Intel Core i3 10th Gen.,Intel UHD Graphics,450,,
Lenovo,15.6,8,Intel Core i5 10th Gen.,Intel UHD Graphics,483.96,,
HP,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,939.06,,
Acer,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,360.98,,
Dell,14,16,Intel Core i7 11th Gen.,,534.86,,
Dell,14,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,849.99,,
MSI,15.6,8,Intel Core i5 11th Gen.,NVIDIA GeForce GTX 1650,800,,
Acer,15.6,8,Intel Core i5 10th Gen.,Intel UHD Graphics,469.99,,
Dell,13.3,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,250,,
Dell,15.55,16,Intel Core i5 12th Gen.,NVIDIA T600 Laptop GPU,611.99,,
MSI,14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,779.46,,
Microsoft,13.5,16,Intel Core i7 10th Gen.,Intel Iris Plus Graphics,799,,
Acer,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,108.98,,
Asus,14,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,675,,
Dell,13.3,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,529.99,,
Lenovo,14,16,Intel Core i7 8th Gen.,Intel(R) UHD Graphics 620,316.99,,
Acer,15.6,8,Intel Core i5 10th Gen.,NVIDIA GeForce RTX 3050,799.99,,
Dell,14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,799,,
Dell,15.6,32,Intel Core i7 11th Gen.,Intel UHD Graphics,299.99,,
Asus,15.6,8,Intel Core i3 10th Gen.,Intel UHD Graphics,299.88,,
Lenovo,14,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,931.88,,
HP,14,8,Intel Core i5 6th Gen.,,359,,
Lenovo,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,879.99,,
Lenovo,14,4,Intel Core i3 4th Gen.,Intel HD Graphics 5500,175,,
HP,15.6,16,Intel Core i7 10th Gen.,Intel Iris Plus Graphics,0,,
Dell,15.6,8,Intel Core i5 11th Gen.,Intel UHD Graphics,429,,
Dell,14,8,Intel Core i5 11th Gen.,,760.46,,
Dell,15.6,32,Intel Core i7 7th Gen.,NVIDIA Quadro M1200,422.06,,
HP,14,8,Intel Core i3 10th Gen.,Intel UHD Graphics,548.88,,
HP,14,8,Intel Core i3 10th Gen.,Intel UHD Graphics,450,,
HP,14,32,Intel Core i5 8th Gen.,Intel HD 620,395,,
Samsung,13.3,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,999,,
Lenovo,12.5,8,Intel Core i5 5th Gen.,Intel HD Graphics 5500,299,,
HP,14,16,Intel Core i5 8th Gen.,Intel HD 620,540,,
Dell,13.3,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,459,,
HP,15.6,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,939.06,,
Dell,14,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,809,,
Gateway,15.6,8,Intel Core i3 11th Gen.,,330,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,979,,
MSI,15.6,32,Intel Core i9 13th Gen.,NVIDIA GeForce RTX 4090,329.6,,
Dell,14,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,999.99,,
Dell,13.3,8,Intel Core i5 7th Gen.,Intel HD Graphics,498.71,,
HP,15.6,32,Intel Core i7 8th Gen.,Intel HD Graphics 620,475,,
Dell,14,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,29.99,,
Lenovo,15.6,8,Intel Core i3 12th Gen.,Intel UHD Graphics,450,,
Dell,13.3,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,589,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,443.98,,
Dell,15.6,16,Intel Core i7 11th Gen.,Intel UHD Graphics,229.99,,
Dell,14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,769,,
HP,17.3,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,479.99,,
Dell,15.6,16,Intel Core i5 10th Gen.,NVIDIA GeForce RTX 3060,999.99,,
Lenovo,14,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,965.77,,
HP,14,16,Intel Core i5 12th Gen.,Intel(R) Iris(R) Xe Graphics,545.99,,
HP,15.6,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,699.49,,
Acer,14,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,241.55,,
Dell,15.6,32,Intel Core i7 11th Gen.,Intel UHD Graphics,149.99,,
Dell,13.3,8,Intel Core i5 10th Gen.,Intel UHD Graphics,643.49,,
Dell,14,32,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,479.99,,
HP,17.3,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,729.99,,
Lenovo,12.5,4,Intel Core i5 5th Gen.,Intel HD Graphics 5500,240,,
Microsoft,12.4,8,Intel Core i5 10th Gen.,Intel UHD Graphics,574.99,,
Acer,15.6,8,Intel Core i5 12th Gen.,NVIDIA GeForce RTX 3050,840.99,,
Dell,16,16,Intel Core i7 12th Gen.,NVIDIA GeForce MX450,975,,
HP,13.3,8,Intel Core i5 10th Gen.,Intel UHD Graphics,599.99,,
Lenovo,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,483.99,,
Dell,13.3,8,Intel Core i5 8th Gen.,Intel UHD Graphics,404.96,,
HP,15.6,16,Intel Core i7 10th Gen.,,649.8,,
Samsung,13.3,8,Intel Core i7 10th Gen.,Intel UHD Graphics,640,,
MSI,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,989.78,,
Lenovo,14,16,Intel Core i7 11th Gen.,Intel(R) Iris(R) Xe Graphics,484.99,,
Dell,15.6,16,Intel Core i7 8th Gen.,NVIDIA Quadro P2000,458.96,,
Lenovo,13.3,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,658.49,,
HP,15.6,8,Intel Core i3 10th Gen.,Intel UHD Graphics,450,,
MSI,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,524.99,,
Samsung,13.3,8,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,899.99,,
HP,15.6,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,699.99,,
Lenovo,15.6,4,Intel Core i3 11th Gen.,AMD Radeon Graphics,429.88,,
Dell,15.6,8,Intel Core i5 11th Gen.,Intel UHD Graphics,497.47,,
HP,14,16,Intel Core i7 6th Gen.,,609.79,,
Lenovo,14,16,Intel Core i5 7th Gen.,Intel HD 620,355,,
Dell,14,8,Intel Core i7 8th Gen.,AMD Radeon RX 540 4GB GDDR5,279.99,,
Dell,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,899.99,,
MSI,15.6,8,Intel Core i5 10th Gen.,NVIDIA GeForce GTX 1650,599.99,,
HP,15.6,32,Intel Core i5 12th Gen.,NVIDIA GeForce GTX 1650,849.95,,
Dell,15.6,16,Intel Core i3 6th Gen.,Intel HD Graphics 520,265,,
HP,13.5,16,Intel Core i7 11th Gen.,,879.99,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,184.63,,
HP,14,16,Intel Core i5 4th Gen.,Intel HD Graphics 4600,235,,
HP,14,8,Intel Core i5 10th Gen.,Intel® UHD Graphics for 10th Gen Intel® Processors,399.99,,
Dell,12.5,16,Intel Core i5 6th Gen.,,225,,
Dell,14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,989,,
Microsoft,13.5,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,659.98,,
HP,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,430,,
Dell,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,339.99,,
HP,15.6,32,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,873.26,,
Acer,13.5,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,449.99,,
HP,14,32,Intel Core i7 12th Gen.,Intel(R) UHD Graphics,954.99,,
Asus,15.6,16,Intel Core i5 6th Gen.,NVIDIA GeForce GTX 1060,950,,
Dell,13.3,8,Intel Core i5 7th Gen.,Intel HD Graphics 620,488,,
HP,15.6,8,AMD Ryzen 5 7000 Series,NVIDIA GeForce RTX 2050,565,,
Dell,14,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,879,,
Samsung,13.3,8,Intel Core i5 10th Gen.,Intel UHD Graphics,700,,
Lenovo,14,16,Intel Core i5 11th Gen.,Intel(R) Iris(R) Xe Graphics,466.99,,
Dell,15.6,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,579,,
Asus,14,8,Intel Core i7 8th Gen.,Intel HD Graphics 620,799.99,,
Dell,12.3,8,Intel Core i5 10th Gen.,,509.99,,
HP,14,8,AMD Ryzen 3 3000 Series,AMD Radeon Vega 3,479.99,,
Acer,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,724.03,,
Acer,15.6,4,Intel Core i3 10th Gen.,Intel UHD Graphics,389,,
Dell,16,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,569,,
HP,17.3,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,411.1,,
Dell,14,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,450,,
Dell,14,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,899.99,,
Dell,15.6,32,Intel Core i5 11th Gen.,Intel UHD Graphics,782.1,,
Acer,14,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,449.99,,
HP,17.3,8,Intel Core i3 11th Gen.,Intel UHD Graphics,529.99,,
Dell,14,8,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,833.7,,
Dell,15.6,16,Intel Core i7 10th Gen.,NVIDIA GeForce GTX 1650 Ti,653.99,,
Microsoft,13,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,749,,
HP,15.6,16,Intel Core i7 10th Gen.,Intel Iris Plus,950,,
MSI,15.6,8,Intel Core i7 10th Gen.,NVIDIA GeForce GTX 1660 Ti,700,,
HP,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,579,,
Dell,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,729.99,,
LG,15.6,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,899.49,,
Microsoft,12.4,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,499,,
Dell,13.3,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,739,,
Acer,13.5,8,Intel Core i7 11th Gen.,,599.99,,
Lenovo,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,329,,
Asus,15.6,8,Intel Core i7 10th Gen.,NVIDIA GeForce GTX 1650 Ti,790,,
Lenovo,14,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,999.89,,
Dell,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,339,,
HP,14,8,Intel Core i5 4th Gen.,Intel HD Graphics 4600,195,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,402.77,,
Microsoft,13.5,8,Intel Core i5 7th Gen.,,525.99,,
Dell,15.6,16,Intel Core i7 13th Gen.,Intel UHD Graphics,879,,
Lenovo,12,4,Intel Core i5 6th Gen.,Intel HD 520,225,,
Microsoft,12.4,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,509,,
Dell,17.3,32,Intel Core i7 9th Gen.,NVIDIA Quadro RTX 3000,699,,
HP,13.3,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,829.46,,
Asus,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,449,,
Dell,15.6,16,Intel Core i5 7th Gen.,Nvidia Quadro M620 with 2GB GDDR5,285,,
Lenovo,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,499.49,,
Dell,15.6,16,Intel Core i5 7th Gen.,Nvidia Quadro M620 with 2GB GDDR5,315,,
HP,15.6,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,770,,
MSI,15.6,8,Intel Core i7 11th Gen.,NVIDIA GeForce RTX 3050 Ti,959.99,,
HP,15.6,4,Intel Core i5 8th Gen.,,749,,
HP,15.6,16,Intel Core i7 10th Gen.,NVIDIA Quadro T1000,839.95,,
Microsoft,12.4,4,Intel Core i5 10th Gen.,Intel UHD Graphics,400,,
Lenovo,15.6,64,Intel Core i7 6th Gen.,NVidia Quadro M1000M,475,,
Dell,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,549.99,,
Dell,14,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,639,,
Dell,15.6,32,Intel Core i9 9th Gen.,NVIDIA Quadro T2000,599,,
Lenovo,15.6,16,Intel Core i7 10th Gen.,,599.99,,
HP,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,400,,
Dell,15.6,8,Intel Core i3 6th Gen.,Intel HD Graphics 520,255,,
Dell,15.6,32,Intel Core i5 10th Gen.,NVIDIA Quadro T1000 4GB GDDR6,749.99,,
HP,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,559.99,,
Dell,13,8,Intel Core i5 7th Gen.,Intel UHD Graphics 620,270,,
Lenovo,12,4,Intel Core i5 6th Gen.,Intel HD 520,265,,
Dell,14,8,Intel Core i5 11th Gen.,,799.99,,
Microsoft,13.5,16,Intel Core i7 10th Gen.,,864,,
Microsoft,15,16,Intel Core i7 10th Gen.,,750,,
Dell,15.6,32,Intel Core i5 10th Gen.,NVIDIA Quadro T2000 4GB GDDR6,749.99,,
Lenovo,15.6,8,Intel Core i5 11th Gen.,NVIDIA GeForce GTX 1650,679.35,,
HP,17.3,8,Intel Core i3 11th Gen.,Intel UHD Graphics,379.99,,
Lenovo,15.6,8,Intel Core i3 13th Gen.,Intel UHD Graphics,777.22,,
Dell,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,729.99,,
Samsung,13.3,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,749.99,,
Microsoft,12.3,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,679.99,,
Dell,13.4,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,900,,
Dell,13.3,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,639,,
HP,14,16,Intel Core i5 12th Gen.,Intel UHD Graphics,588.99,,
Dell,15,16,Intel Core i5 12th Gen.,Intel(R) Iris(R) Xe Graphics,636.99,,
Acer,15.6,8,Intel Core i5 10th Gen.,Intel UHD Graphics,489.95,,
Lenovo,12,16,Intel Core i5 6th Gen.,Intel HD 520,299,,
Asus,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,450,,
Dell,12.5,8,Intel Core i5 6th Gen.,,210,,
HP,14,32,Intel Core i7 8th Gen.,AMD Radeon Pro WX 3100,530,,
Microsoft,13,8GB,Intel Core i5 7th Gen.,,963.6,,
MSI,15.6,8,Intel Core i7 9th Gen.,NVIDIA GeForce GTX 1650,700,,
Lenovo,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,880,,
Samsung,13.3,8,Intel Core i3 10th Gen.,Intel UHD Graphics,499.99,,
Dell,14,8,Intel Core i5 11th Gen.,,599.99,,
Lenovo,15.6,8,Intel Core i3 11th Gen.,,409.99,,
LG,17,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,764,,
Acer,13.5,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,689.95,,
Lenovo,14,16,Intel Core i5 10th Gen.,Intel(R) UHD Graphics,332.99,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,273.1,,
Lenovo,12,4,Intel Core i5 6th Gen.,Intel HD 520,225,,
HP,15.6,8,AMD Ryzen 5 7000 Series,NVIDIA GeForce RTX 2050,749.99,,
Lenovo,14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,850,,
Dell,15.6,32,Intel Core i7 10th Gen.,NVIDIA Quadro T1000 4GB GDDR6,999.99,,
Dell,13.3,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,479,,
Lenovo,13,8GB,Intel Core i7 8th Gen.,,629.99,,
MSI,15.6,16,Intel Core i5 11th Gen.,NVIDIA GeForce RTX 3050,712.49,,
Dell,14,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,629,,
Lenovo,16,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,846.71,,
Acer,15.6,8,Intel Core i5 10th Gen.,Intel UHD Graphics,666.66,,
Microsoft,12.4,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,796.05,,
Lenovo,15.6,8,Intel Core i5 10th Gen.,Intel UHD Graphics G1,669,,
Dell,15.6,16,Intel Core i5 6th Gen.,Intel HD Graphics 530,499.99,,
Dell,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,427.82,,
Dell,12.3,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,635.98,,
Dell,15.6,16,Intel Core i3 6th Gen.,Intel HD Graphics 520,245,,
Dell,14,32,Intel Core i5 8th Gen.,Intel UHD Graphics 620,340,,
Dell,15.6,16,Intel Core i5 11th Gen.,Intel UHD Graphics,674.1,,
Lenovo,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,678.88,,
Lenovo,16,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,194.71,,
Dell,14,16,Intel Core i5 8th Gen.,Intel UHD Graphics,99.99,,
Samsung,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,699,,
Dell,14,16,Intel Core i7 8th Gen.,AMD Radeon RX 540 4GB GDDR5,299.99,,
Dell,13.3,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,949,,
Dell,14,8,Intel Core i7 4th Gen.,Nvidia GeForce GT 720M 2GB,225,,
Lenovo,14,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,146.66,,
Acer,14,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,459.49,,
Lenovo,15.6,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,816.33,,
Dell,14,16,Intel Core i7 4th Gen.,Nvidia GeForce GT 720M 2GB,260,,
Dell,12.5,8,Intel Core i5 6th Gen.,,230,,
Lenovo,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,649.99,,
HP,16,16,Intel Core i5 12th Gen.,,849,,
HP,13.3,32,Intel Core i7 10th Gen.,Intel UHD Graphics,624.99,,
Dell,14,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,949.99,,
Lenovo,12.5,8,Intel Core i5 4th Gen.,Intel HD Graphics 4000,220,,
Dell,15.6,32,Intel Core i7 11th Gen.,NVIDIA RTX A4000,980,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,779.99,,
Dell,17.3,16,Intel Core i7 12th Gen.,Intel UHD Graphics,599.99,,
Dell,14,16,Intel Core i5 4th Gen.,Intel Graphics Family,215,,
Dell,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics 620,467.04,,
Dell,14,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,315,,
Lenovo,12,8,Intel Core i5 6th Gen.,Intel HD 520,245,,
Acer,15.6,8,Intel Core i5 9th Gen.,NVIDIA GeForce GTX 1650,659,,
Microsoft,13,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,639.99,,
Asus,15.6,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,575.99,,
Dell,14,16,Intel Core i7 10th Gen.,Intel UHD Graphics,799.99,,
Lenovo,15.6,4,Intel Core i3 11th Gen.,AMD Radeon Graphics,384.47,,
Microsoft,13.5,8,Intel Core i5 10th Gen.,Intel Iris Plus Graphics,700,,
HP,15.6,16,Intel Core i5 11th Gen.,,741.66,,
Lenovo,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,445,,
Dell,14,8,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,920.98,,
Dell,14,8,Intel Core i7 8th Gen.,Intel UHD Graphics 620,295,,
Dell,15.6,8,Intel Core i5 10th Gen.,Intel UHD Graphics,529.99,,
Dell,12.5,8,Intel Core i5 7th Gen.,Intel UHD Graphics 620,255,,
HP,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics 620,999.99,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,402.77,,
Microsoft,12.3,4,Intel Core i3 11th Gen.,Intel (R) UDH Graphics,520,,
Dell,15.6,8,Intel Core i5 11th Gen.,Intel UHD Graphics,599.47,,
Dell,12.3,8,Intel Core i5 10th Gen.,,487.86,,
Dell,15.6,16,Intel Core i7 4th Gen.,AMD FirePro W4170M with 2GB GDDR5,285,,
Dell,17,16,Intel Core i7 7th Gen.,NVIDIA GeForce GTX 1080,744.99,,
Asus,15.6,8,Intel Core i3 10th Gen.,Intel UHD Graphics,399,,
Samsung,13.3,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,749.99,,
HP,15.6,32,Intel Core i7 11th Gen.,NVIDIA T1200,999.99,,
Dell,14,8,Intel Core i5 7th Gen.,,195,,
Lenovo,15.6,4,Intel Core i3 11th Gen.,Intel UHD Graphics,349.47,,
HP,15.6,16,Intel Core i5 11th Gen.,,799.95,,
HP,15.6,16,Intel Core i7 8th Gen.,AMD Radeon Pro WX 3100,550,,
HP,15.6,8,Intel Core i5 10th Gen.,Intel UHD Graphics,325,,
Lenovo,15.5,8,Intel Core i5 9th Gen.,NVIDIA Quadro T1000,424.99,,
Acer,15.6,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,148.92,,
Dell,14,16,Intel Core i5 6th Gen.,,220,,
MSI,15.6,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,759.46,,
Lenovo,12.5,4,Intel Core i5 5th Gen.,Intel HD Graphics 5500,225,,
Dell,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,657.11,,
HP,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,899.99,,
HP,14,16,Intel Core i7 11th Gen.,,849.95,,
HP,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,450,,
Dell,14,8,Intel Core i5 4th Gen.,Intel Graphics Family,190,,
Samsung,15.6,16,Intel Core i7 9th Gen.,,999.99,,
Dell,14,16,Intel Core i7 6th Gen.,,295,,
Asus,13.3,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,674.99,,
Dell,13.3,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,899.99,,
Panasonic,14,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,599.99,,
Dell,17.3,32,Intel Core i7 9th Gen.,NVIDIA Quadro RTX 3000,669,,
Dell,13.3,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,469,,
Lenovo,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,725,,
HP,14,16,Intel Core i5 12th Gen.,Intel(R) UHD Graphics,514.99,,
